filepath,label
D:\ai_project\data\ecg_images\100_496499_normal.png,normal
D:\ai_project\data\ecg_images\100_496712_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\100_497074_normal.png,normal
D:\ai_project\data\ecg_images\100_497376_normal.png,normal
D:\ai_project\data\ecg_images\100_497664_normal.png,normal
D:\ai_project\data\ecg_images\100_497945_normal.png,normal
D:\ai_project\data\ecg_images\100_498230_normal.png,normal
D:\ai_project\data\ecg_images\100_498517_normal.png,normal
D:\ai_project\data\ecg_images\100_498812_normal.png,normal
D:\ai_project\data\ecg_images\100_499114_normal.png,normal
D:\ai_project\data\ecg_images\100_499417_normal.png,normal
D:\ai_project\data\ecg_images\100_499701_normal.png,normal
D:\ai_project\data\ecg_images\100_499987_normal.png,normal
D:\ai_project\data\ecg_images\100_500268_normal.png,normal
D:\ai_project\data\ecg_images\100_500549_normal.png,normal
D:\ai_project\data\ecg_images\100_500847_normal.png,normal
D:\ai_project\data\ecg_images\100_501145_normal.png,normal
D:\ai_project\data\ecg_images\100_501448_normal.png,normal
D:\ai_project\data\ecg_images\100_501745_normal.png,normal
D:\ai_project\data\ecg_images\100_502039_normal.png,normal
D:\ai_project\data\ecg_images\100_502316_normal.png,normal
D:\ai_project\data\ecg_images\100_502601_normal.png,normal
D:\ai_project\data\ecg_images\100_502888_normal.png,normal
D:\ai_project\data\ecg_images\100_503191_normal.png,normal
D:\ai_project\data\ecg_images\100_503496_normal.png,normal
D:\ai_project\data\ecg_images\100_503794_normal.png,normal
D:\ai_project\data\ecg_images\100_504080_normal.png,normal
D:\ai_project\data\ecg_images\100_504372_normal.png,normal
D:\ai_project\data\ecg_images\100_504654_normal.png,normal
D:\ai_project\data\ecg_images\100_504936_normal.png,normal
D:\ai_project\data\ecg_images\100_505227_normal.png,normal
D:\ai_project\data\ecg_images\100_505528_normal.png,normal
D:\ai_project\data\ecg_images\100_505830_normal.png,normal
D:\ai_project\data\ecg_images\100_506125_normal.png,normal
D:\ai_project\data\ecg_images\100_506398_normal.png,normal
D:\ai_project\data\ecg_images\100_506679_normal.png,normal
D:\ai_project\data\ecg_images\100_506969_normal.png,normal
D:\ai_project\data\ecg_images\100_507256_normal.png,normal
D:\ai_project\data\ecg_images\100_507552_normal.png,normal
D:\ai_project\data\ecg_images\100_507855_normal.png,normal
D:\ai_project\data\ecg_images\100_508159_normal.png,normal
D:\ai_project\data\ecg_images\100_508455_normal.png,normal
D:\ai_project\data\ecg_images\100_508744_normal.png,normal
D:\ai_project\data\ecg_images\100_509019_normal.png,normal
D:\ai_project\data\ecg_images\100_509319_normal.png,normal
D:\ai_project\data\ecg_images\100_509623_normal.png,normal
D:\ai_project\data\ecg_images\100_509923_normal.png,normal
D:\ai_project\data\ecg_images\100_510220_normal.png,normal
D:\ai_project\data\ecg_images\100_510520_normal.png,normal
D:\ai_project\data\ecg_images\100_510804_normal.png,normal
D:\ai_project\data\ecg_images\100_511093_normal.png,normal
D:\ai_project\data\ecg_images\100_511371_normal.png,normal
D:\ai_project\data\ecg_images\100_511660_normal.png,normal
D:\ai_project\data\ecg_images\100_511970_normal.png,normal
D:\ai_project\data\ecg_images\100_512277_normal.png,normal
D:\ai_project\data\ecg_images\100_512567_normal.png,normal
D:\ai_project\data\ecg_images\100_512851_normal.png,normal
D:\ai_project\data\ecg_images\100_513135_normal.png,normal
D:\ai_project\data\ecg_images\100_513424_normal.png,normal
D:\ai_project\data\ecg_images\100_513719_normal.png,normal
D:\ai_project\data\ecg_images\100_514014_normal.png,normal
D:\ai_project\data\ecg_images\100_514318_normal.png,normal
D:\ai_project\data\ecg_images\100_514628_normal.png,normal
D:\ai_project\data\ecg_images\100_514919_normal.png,normal
D:\ai_project\data\ecg_images\100_515194_normal.png,normal
D:\ai_project\data\ecg_images\100_515476_normal.png,normal
D:\ai_project\data\ecg_images\100_515762_normal.png,normal
D:\ai_project\data\ecg_images\100_516065_normal.png,normal
D:\ai_project\data\ecg_images\100_516371_normal.png,normal
D:\ai_project\data\ecg_images\100_516667_normal.png,normal
D:\ai_project\data\ecg_images\100_516970_normal.png,normal
D:\ai_project\data\ecg_images\100_517266_normal.png,normal
D:\ai_project\data\ecg_images\100_517553_normal.png,normal
D:\ai_project\data\ecg_images\100_517832_normal.png,normal
D:\ai_project\data\ecg_images\100_518127_normal.png,normal
D:\ai_project\data\ecg_images\100_518426_normal.png,normal
D:\ai_project\data\ecg_images\100_518734_normal.png,normal
D:\ai_project\data\ecg_images\100_519028_normal.png,normal
D:\ai_project\data\ecg_images\100_519307_normal.png,normal
D:\ai_project\data\ecg_images\100_519594_normal.png,normal
D:\ai_project\data\ecg_images\100_519882_normal.png,normal
D:\ai_project\data\ecg_images\100_520149_normal.png,normal
D:\ai_project\data\ecg_images\100_520463_normal.png,normal
D:\ai_project\data\ecg_images\100_520768_normal.png,normal
D:\ai_project\data\ecg_images\100_520982_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\100_521342_normal.png,normal
D:\ai_project\data\ecg_images\100_521627_normal.png,normal
D:\ai_project\data\ecg_images\100_521913_normal.png,normal
D:\ai_project\data\ecg_images\100_522209_normal.png,normal
D:\ai_project\data\ecg_images\100_522511_normal.png,normal
D:\ai_project\data\ecg_images\100_522815_normal.png,normal
D:\ai_project\data\ecg_images\100_523116_normal.png,normal
D:\ai_project\data\ecg_images\100_523416_normal.png,normal
D:\ai_project\data\ecg_images\100_523708_normal.png,normal
D:\ai_project\data\ecg_images\100_523999_normal.png,normal
D:\ai_project\data\ecg_images\100_524279_normal.png,normal
D:\ai_project\data\ecg_images\100_524577_normal.png,normal
D:\ai_project\data\ecg_images\100_524890_normal.png,normal
D:\ai_project\data\ecg_images\100_525198_normal.png,normal
D:\ai_project\data\ecg_images\100_525492_normal.png,normal
D:\ai_project\data\ecg_images\100_525780_normal.png,normal
D:\ai_project\data\ecg_images\100_526064_normal.png,normal
D:\ai_project\data\ecg_images\100_526355_normal.png,normal
D:\ai_project\data\ecg_images\100_526646_normal.png,normal
D:\ai_project\data\ecg_images\100_526941_normal.png,normal
D:\ai_project\data\ecg_images\100_527243_normal.png,normal
D:\ai_project\data\ecg_images\100_527549_normal.png,normal
D:\ai_project\data\ecg_images\100_527838_normal.png,normal
D:\ai_project\data\ecg_images\100_528118_normal.png,normal
D:\ai_project\data\ecg_images\100_528402_normal.png,normal
D:\ai_project\data\ecg_images\100_528689_normal.png,normal
D:\ai_project\data\ecg_images\100_528991_normal.png,normal
D:\ai_project\data\ecg_images\100_529293_normal.png,normal
D:\ai_project\data\ecg_images\100_529599_normal.png,normal
D:\ai_project\data\ecg_images\100_529897_normal.png,normal
D:\ai_project\data\ecg_images\100_530191_normal.png,normal
D:\ai_project\data\ecg_images\100_530471_normal.png,normal
D:\ai_project\data\ecg_images\100_530762_normal.png,normal
D:\ai_project\data\ecg_images\100_531057_normal.png,normal
D:\ai_project\data\ecg_images\100_531358_normal.png,normal
D:\ai_project\data\ecg_images\100_531668_normal.png,normal
D:\ai_project\data\ecg_images\100_531967_normal.png,normal
D:\ai_project\data\ecg_images\100_532257_normal.png,normal
D:\ai_project\data\ecg_images\100_532544_normal.png,normal
D:\ai_project\data\ecg_images\100_532828_normal.png,normal
D:\ai_project\data\ecg_images\100_533121_normal.png,normal
D:\ai_project\data\ecg_images\100_533416_normal.png,normal
D:\ai_project\data\ecg_images\100_533719_normal.png,normal
D:\ai_project\data\ecg_images\100_534012_normal.png,normal
D:\ai_project\data\ecg_images\100_534307_normal.png,normal
D:\ai_project\data\ecg_images\100_534592_normal.png,normal
D:\ai_project\data\ecg_images\100_534873_normal.png,normal
D:\ai_project\data\ecg_images\100_535161_normal.png,normal
D:\ai_project\data\ecg_images\100_535459_normal.png,normal
D:\ai_project\data\ecg_images\100_535768_normal.png,normal
D:\ai_project\data\ecg_images\100_536067_normal.png,normal
D:\ai_project\data\ecg_images\100_536364_normal.png,normal
D:\ai_project\data\ecg_images\100_536644_normal.png,normal
D:\ai_project\data\ecg_images\100_536930_normal.png,normal
D:\ai_project\data\ecg_images\100_537212_normal.png,normal
D:\ai_project\data\ecg_images\100_537505_normal.png,normal
D:\ai_project\data\ecg_images\100_537810_normal.png,normal
D:\ai_project\data\ecg_images\100_538115_normal.png,normal
D:\ai_project\data\ecg_images\100_538421_normal.png,normal
D:\ai_project\data\ecg_images\100_538707_normal.png,normal
D:\ai_project\data\ecg_images\100_538993_normal.png,normal
D:\ai_project\data\ecg_images\100_539278_normal.png,normal
D:\ai_project\data\ecg_images\100_539575_normal.png,normal
D:\ai_project\data\ecg_images\100_539874_normal.png,normal
D:\ai_project\data\ecg_images\100_540172_normal.png,normal
D:\ai_project\data\ecg_images\100_540472_normal.png,normal
D:\ai_project\data\ecg_images\100_540768_normal.png,normal
D:\ai_project\data\ecg_images\100_541052_normal.png,normal
D:\ai_project\data\ecg_images\100_541334_normal.png,normal
D:\ai_project\data\ecg_images\100_541616_normal.png,normal
D:\ai_project\data\ecg_images\100_541916_normal.png,normal
D:\ai_project\data\ecg_images\100_542226_normal.png,normal
D:\ai_project\data\ecg_images\100_542529_normal.png,normal
D:\ai_project\data\ecg_images\100_542825_normal.png,normal
D:\ai_project\data\ecg_images\100_543116_normal.png,normal
D:\ai_project\data\ecg_images\100_543407_normal.png,normal
D:\ai_project\data\ecg_images\100_543689_normal.png,normal
D:\ai_project\data\ecg_images\100_543983_normal.png,normal
D:\ai_project\data\ecg_images\100_544285_normal.png,normal
D:\ai_project\data\ecg_images\100_544590_normal.png,normal
D:\ai_project\data\ecg_images\100_544895_normal.png,normal
D:\ai_project\data\ecg_images\100_545182_normal.png,normal
D:\ai_project\data\ecg_images\100_545455_normal.png,normal
D:\ai_project\data\ecg_images\100_545741_normal.png,normal
D:\ai_project\data\ecg_images\100_546022_normal.png,normal
D:\ai_project\data\ecg_images\100_546306_normal.png,normal
D:\ai_project\data\ecg_images\100_546599_normal.png,normal
D:\ai_project\data\ecg_images\100_546792_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\100_547199_normal.png,normal
D:\ai_project\data\ecg_images\100_547482_normal.png,normal
D:\ai_project\data\ecg_images\100_547758_normal.png,normal
D:\ai_project\data\ecg_images\100_548032_normal.png,normal
D:\ai_project\data\ecg_images\100_548334_normal.png,normal
D:\ai_project\data\ecg_images\100_548632_normal.png,normal
D:\ai_project\data\ecg_images\100_548926_normal.png,normal
D:\ai_project\data\ecg_images\100_549217_normal.png,normal
D:\ai_project\data\ecg_images\100_549502_normal.png,normal
D:\ai_project\data\ecg_images\100_549784_normal.png,normal
D:\ai_project\data\ecg_images\100_550070_normal.png,normal
D:\ai_project\data\ecg_images\100_550348_normal.png,normal
D:\ai_project\data\ecg_images\100_550639_normal.png,normal
D:\ai_project\data\ecg_images\100_550952_normal.png,normal
D:\ai_project\data\ecg_images\100_551253_normal.png,normal
D:\ai_project\data\ecg_images\100_551532_normal.png,normal
D:\ai_project\data\ecg_images\100_551815_normal.png,normal
D:\ai_project\data\ecg_images\100_552096_normal.png,normal
D:\ai_project\data\ecg_images\100_552385_normal.png,normal
D:\ai_project\data\ecg_images\100_552680_normal.png,normal
D:\ai_project\data\ecg_images\100_552974_normal.png,normal
D:\ai_project\data\ecg_images\100_553282_normal.png,normal
D:\ai_project\data\ecg_images\100_553588_normal.png,normal
D:\ai_project\data\ecg_images\100_553876_normal.png,normal
D:\ai_project\data\ecg_images\100_554154_normal.png,normal
D:\ai_project\data\ecg_images\100_554439_normal.png,normal
D:\ai_project\data\ecg_images\100_554723_normal.png,normal
D:\ai_project\data\ecg_images\100_555026_normal.png,normal
D:\ai_project\data\ecg_images\100_555323_normal.png,normal
D:\ai_project\data\ecg_images\100_555613_normal.png,normal
D:\ai_project\data\ecg_images\100_555914_normal.png,normal
D:\ai_project\data\ecg_images\100_556203_normal.png,normal
D:\ai_project\data\ecg_images\100_556486_normal.png,normal
D:\ai_project\data\ecg_images\100_556765_normal.png,normal
D:\ai_project\data\ecg_images\100_557056_normal.png,normal
D:\ai_project\data\ecg_images\100_557361_normal.png,normal
D:\ai_project\data\ecg_images\100_557667_normal.png,normal
D:\ai_project\data\ecg_images\100_557962_normal.png,normal
D:\ai_project\data\ecg_images\100_558238_normal.png,normal
D:\ai_project\data\ecg_images\100_558527_normal.png,normal
D:\ai_project\data\ecg_images\100_558813_normal.png,normal
D:\ai_project\data\ecg_images\100_559102_normal.png,normal
D:\ai_project\data\ecg_images\100_559395_normal.png,normal
D:\ai_project\data\ecg_images\100_559695_normal.png,normal
D:\ai_project\data\ecg_images\100_559997_normal.png,normal
D:\ai_project\data\ecg_images\100_560295_normal.png,normal
D:\ai_project\data\ecg_images\100_560576_normal.png,normal
D:\ai_project\data\ecg_images\100_560846_normal.png,normal
D:\ai_project\data\ecg_images\100_561141_normal.png,normal
D:\ai_project\data\ecg_images\100_561435_normal.png,normal
D:\ai_project\data\ecg_images\100_561732_normal.png,normal
D:\ai_project\data\ecg_images\100_562019_normal.png,normal
D:\ai_project\data\ecg_images\100_562308_normal.png,normal
D:\ai_project\data\ecg_images\100_562591_normal.png,normal
D:\ai_project\data\ecg_images\100_562812_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\100_563141_normal.png,normal
D:\ai_project\data\ecg_images\100_563423_normal.png,normal
D:\ai_project\data\ecg_images\100_563731_normal.png,normal
D:\ai_project\data\ecg_images\100_564030_normal.png,normal
D:\ai_project\data\ecg_images\100_564320_normal.png,normal
D:\ai_project\data\ecg_images\100_564601_normal.png,normal
D:\ai_project\data\ecg_images\100_564883_normal.png,normal
D:\ai_project\data\ecg_images\100_565164_normal.png,normal
D:\ai_project\data\ecg_images\100_565452_normal.png,normal
D:\ai_project\data\ecg_images\100_565741_normal.png,normal
D:\ai_project\data\ecg_images\100_566041_normal.png,normal
D:\ai_project\data\ecg_images\100_566259_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\100_566615_normal.png,normal
D:\ai_project\data\ecg_images\100_566899_normal.png,normal
D:\ai_project\data\ecg_images\100_567185_normal.png,normal
D:\ai_project\data\ecg_images\100_567379_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\100_567721_normal.png,normal
D:\ai_project\data\ecg_images\100_568027_normal.png,normal
D:\ai_project\data\ecg_images\100_568326_normal.png,normal
D:\ai_project\data\ecg_images\100_568624_normal.png,normal
D:\ai_project\data\ecg_images\100_568919_normal.png,normal
D:\ai_project\data\ecg_images\100_569204_normal.png,normal
D:\ai_project\data\ecg_images\100_569482_normal.png,normal
D:\ai_project\data\ecg_images\100_569762_normal.png,normal
D:\ai_project\data\ecg_images\100_570058_normal.png,normal
D:\ai_project\data\ecg_images\100_570366_normal.png,normal
D:\ai_project\data\ecg_images\100_570668_normal.png,normal
D:\ai_project\data\ecg_images\100_570957_normal.png,normal
D:\ai_project\data\ecg_images\100_571246_normal.png,normal
D:\ai_project\data\ecg_images\100_571538_normal.png,normal
D:\ai_project\data\ecg_images\100_571831_normal.png,normal
D:\ai_project\data\ecg_images\100_572122_normal.png,normal
D:\ai_project\data\ecg_images\100_572428_normal.png,normal
D:\ai_project\data\ecg_images\100_572730_normal.png,normal
D:\ai_project\data\ecg_images\100_573040_normal.png,normal
D:\ai_project\data\ecg_images\100_573328_normal.png,normal
D:\ai_project\data\ecg_images\100_573608_normal.png,normal
D:\ai_project\data\ecg_images\100_573893_normal.png,normal
D:\ai_project\data\ecg_images\100_574193_normal.png,normal
D:\ai_project\data\ecg_images\100_574429_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\100_574786_normal.png,normal
D:\ai_project\data\ecg_images\100_575095_normal.png,normal
D:\ai_project\data\ecg_images\100_575387_normal.png,normal
D:\ai_project\data\ecg_images\100_575678_normal.png,normal
D:\ai_project\data\ecg_images\100_575959_normal.png,normal
D:\ai_project\data\ecg_images\100_576248_normal.png,normal
D:\ai_project\data\ecg_images\100_576551_normal.png,normal
D:\ai_project\data\ecg_images\100_576862_normal.png,normal
D:\ai_project\data\ecg_images\100_577162_normal.png,normal
D:\ai_project\data\ecg_images\100_577456_normal.png,normal
D:\ai_project\data\ecg_images\100_577741_normal.png,normal
D:\ai_project\data\ecg_images\100_578025_normal.png,normal
D:\ai_project\data\ecg_images\100_578310_normal.png,normal
D:\ai_project\data\ecg_images\100_578600_normal.png,normal
D:\ai_project\data\ecg_images\100_578901_normal.png,normal
D:\ai_project\data\ecg_images\100_579204_normal.png,normal
D:\ai_project\data\ecg_images\100_579448_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\100_579790_normal.png,normal
D:\ai_project\data\ecg_images\100_580074_normal.png,normal
D:\ai_project\data\ecg_images\100_580357_normal.png,normal
D:\ai_project\data\ecg_images\100_580648_normal.png,normal
D:\ai_project\data\ecg_images\100_580947_normal.png,normal
D:\ai_project\data\ecg_images\100_581246_normal.png,normal
D:\ai_project\data\ecg_images\100_581543_normal.png,normal
D:\ai_project\data\ecg_images\100_581834_normal.png,normal
D:\ai_project\data\ecg_images\100_582119_normal.png,normal
D:\ai_project\data\ecg_images\100_582395_normal.png,normal
D:\ai_project\data\ecg_images\100_582668_normal.png,normal
D:\ai_project\data\ecg_images\100_582919_normal.png,normal
D:\ai_project\data\ecg_images\100_583239_normal.png,normal
D:\ai_project\data\ecg_images\100_583539_normal.png,normal
D:\ai_project\data\ecg_images\100_583821_normal.png,normal
D:\ai_project\data\ecg_images\100_584097_normal.png,normal
D:\ai_project\data\ecg_images\100_584363_normal.png,normal
D:\ai_project\data\ecg_images\100_584635_normal.png,normal
D:\ai_project\data\ecg_images\100_584903_normal.png,normal
D:\ai_project\data\ecg_images\100_585175_normal.png,normal
D:\ai_project\data\ecg_images\100_585454_normal.png,normal
D:\ai_project\data\ecg_images\100_585731_normal.png,normal
D:\ai_project\data\ecg_images\100_586011_normal.png,normal
D:\ai_project\data\ecg_images\100_586275_normal.png,normal
D:\ai_project\data\ecg_images\100_586525_normal.png,normal
D:\ai_project\data\ecg_images\100_586771_normal.png,normal
D:\ai_project\data\ecg_images\100_587030_normal.png,normal
D:\ai_project\data\ecg_images\100_587299_normal.png,normal
D:\ai_project\data\ecg_images\100_587572_normal.png,normal
D:\ai_project\data\ecg_images\100_587843_normal.png,normal
D:\ai_project\data\ecg_images\100_588113_normal.png,normal
D:\ai_project\data\ecg_images\100_588377_normal.png,normal
D:\ai_project\data\ecg_images\100_588643_normal.png,normal
D:\ai_project\data\ecg_images\100_588905_normal.png,normal
D:\ai_project\data\ecg_images\100_589177_normal.png,normal
D:\ai_project\data\ecg_images\100_589454_normal.png,normal
D:\ai_project\data\ecg_images\100_589747_normal.png,normal
D:\ai_project\data\ecg_images\100_590040_normal.png,normal
D:\ai_project\data\ecg_images\100_590316_normal.png,normal
D:\ai_project\data\ecg_images\100_590588_normal.png,normal
D:\ai_project\data\ecg_images\100_590863_normal.png,normal
D:\ai_project\data\ecg_images\100_591143_normal.png,normal
D:\ai_project\data\ecg_images\100_591417_normal.png,normal
D:\ai_project\data\ecg_images\100_591706_normal.png,normal
D:\ai_project\data\ecg_images\100_591999_normal.png,normal
D:\ai_project\data\ecg_images\100_592288_normal.png,normal
D:\ai_project\data\ecg_images\100_592571_normal.png,normal
D:\ai_project\data\ecg_images\100_592853_normal.png,normal
D:\ai_project\data\ecg_images\100_593068_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\100_593387_normal.png,normal
D:\ai_project\data\ecg_images\100_593683_normal.png,normal
D:\ai_project\data\ecg_images\100_593990_normal.png,normal
D:\ai_project\data\ecg_images\100_594280_normal.png,normal
D:\ai_project\data\ecg_images\100_594563_normal.png,normal
D:\ai_project\data\ecg_images\100_594855_normal.png,normal
D:\ai_project\data\ecg_images\100_595127_normal.png,normal
D:\ai_project\data\ecg_images\100_595402_normal.png,normal
D:\ai_project\data\ecg_images\100_595690_normal.png,normal
D:\ai_project\data\ecg_images\100_595992_normal.png,normal
D:\ai_project\data\ecg_images\100_596278_normal.png,normal
D:\ai_project\data\ecg_images\100_596584_normal.png,normal
D:\ai_project\data\ecg_images\100_596879_normal.png,normal
D:\ai_project\data\ecg_images\100_597136_normal.png,normal
D:\ai_project\data\ecg_images\100_597402_normal.png,normal
D:\ai_project\data\ecg_images\100_597670_normal.png,normal
D:\ai_project\data\ecg_images\100_597925_normal.png,normal
D:\ai_project\data\ecg_images\100_598186_normal.png,normal
D:\ai_project\data\ecg_images\100_598458_normal.png,normal
D:\ai_project\data\ecg_images\100_598713_normal.png,normal
D:\ai_project\data\ecg_images\100_598969_normal.png,normal
D:\ai_project\data\ecg_images\100_599222_normal.png,normal
D:\ai_project\data\ecg_images\100_599468_normal.png,normal
D:\ai_project\data\ecg_images\100_599703_normal.png,normal
D:\ai_project\data\ecg_images\100_599952_normal.png,normal
D:\ai_project\data\ecg_images\100_600214_normal.png,normal
D:\ai_project\data\ecg_images\100_600483_normal.png,normal
D:\ai_project\data\ecg_images\100_600739_normal.png,normal
D:\ai_project\data\ecg_images\100_601011_normal.png,normal
D:\ai_project\data\ecg_images\100_601273_normal.png,normal
D:\ai_project\data\ecg_images\100_601537_normal.png,normal
D:\ai_project\data\ecg_images\100_601799_normal.png,normal
D:\ai_project\data\ecg_images\100_602064_normal.png,normal
D:\ai_project\data\ecg_images\100_602330_normal.png,normal
D:\ai_project\data\ecg_images\100_602610_normal.png,normal
D:\ai_project\data\ecg_images\100_602893_normal.png,normal
D:\ai_project\data\ecg_images\100_603179_normal.png,normal
D:\ai_project\data\ecg_images\100_603455_normal.png,normal
D:\ai_project\data\ecg_images\100_603722_normal.png,normal
D:\ai_project\data\ecg_images\100_603989_normal.png,normal
D:\ai_project\data\ecg_images\100_604277_normal.png,normal
D:\ai_project\data\ecg_images\100_604564_normal.png,normal
D:\ai_project\data\ecg_images\100_604844_normal.png,normal
D:\ai_project\data\ecg_images\100_605148_normal.png,normal
D:\ai_project\data\ecg_images\100_605459_normal.png,normal
D:\ai_project\data\ecg_images\100_605737_normal.png,normal
D:\ai_project\data\ecg_images\100_606008_normal.png,normal
D:\ai_project\data\ecg_images\100_606293_normal.png,normal
D:\ai_project\data\ecg_images\100_606587_normal.png,normal
D:\ai_project\data\ecg_images\100_606880_normal.png,normal
D:\ai_project\data\ecg_images\100_607178_normal.png,normal
D:\ai_project\data\ecg_images\100_607475_normal.png,normal
D:\ai_project\data\ecg_images\100_607766_normal.png,normal
D:\ai_project\data\ecg_images\100_608043_normal.png,normal
D:\ai_project\data\ecg_images\100_608309_normal.png,normal
D:\ai_project\data\ecg_images\100_608576_normal.png,normal
D:\ai_project\data\ecg_images\100_608853_normal.png,normal
D:\ai_project\data\ecg_images\100_609136_normal.png,normal
D:\ai_project\data\ecg_images\100_609425_normal.png,normal
D:\ai_project\data\ecg_images\100_609715_normal.png,normal
D:\ai_project\data\ecg_images\100_609987_normal.png,normal
D:\ai_project\data\ecg_images\100_610262_normal.png,normal
D:\ai_project\data\ecg_images\100_610544_normal.png,normal
D:\ai_project\data\ecg_images\100_610823_normal.png,normal
D:\ai_project\data\ecg_images\100_611108_normal.png,normal
D:\ai_project\data\ecg_images\100_611399_normal.png,normal
D:\ai_project\data\ecg_images\100_611695_normal.png,normal
D:\ai_project\data\ecg_images\100_611986_normal.png,normal
D:\ai_project\data\ecg_images\100_612263_normal.png,normal
D:\ai_project\data\ecg_images\100_612539_normal.png,normal
D:\ai_project\data\ecg_images\100_612819_normal.png,normal
D:\ai_project\data\ecg_images\100_613108_normal.png,normal
D:\ai_project\data\ecg_images\100_613399_normal.png,normal
D:\ai_project\data\ecg_images\100_613693_normal.png,normal
D:\ai_project\data\ecg_images\100_613983_normal.png,normal
D:\ai_project\data\ecg_images\100_614259_normal.png,normal
D:\ai_project\data\ecg_images\100_614539_normal.png,normal
D:\ai_project\data\ecg_images\100_614816_normal.png,normal
D:\ai_project\data\ecg_images\100_615089_normal.png,normal
D:\ai_project\data\ecg_images\100_615370_normal.png,normal
D:\ai_project\data\ecg_images\100_615676_normal.png,normal
D:\ai_project\data\ecg_images\100_615968_normal.png,normal
D:\ai_project\data\ecg_images\100_616250_normal.png,normal
D:\ai_project\data\ecg_images\100_616526_normal.png,normal
D:\ai_project\data\ecg_images\100_616803_normal.png,normal
D:\ai_project\data\ecg_images\100_617086_normal.png,normal
D:\ai_project\data\ecg_images\100_617366_normal.png,normal
D:\ai_project\data\ecg_images\100_617655_normal.png,normal
D:\ai_project\data\ecg_images\100_617949_normal.png,normal
D:\ai_project\data\ecg_images\100_618248_normal.png,normal
D:\ai_project\data\ecg_images\100_618528_normal.png,normal
D:\ai_project\data\ecg_images\100_618804_normal.png,normal
D:\ai_project\data\ecg_images\100_619081_normal.png,normal
D:\ai_project\data\ecg_images\100_619362_normal.png,normal
D:\ai_project\data\ecg_images\100_619653_normal.png,normal
D:\ai_project\data\ecg_images\100_619951_normal.png,normal
D:\ai_project\data\ecg_images\100_620249_normal.png,normal
D:\ai_project\data\ecg_images\100_620541_normal.png,normal
D:\ai_project\data\ecg_images\100_620826_normal.png,normal
D:\ai_project\data\ecg_images\100_621102_normal.png,normal
D:\ai_project\data\ecg_images\100_621379_normal.png,normal
D:\ai_project\data\ecg_images\100_621661_normal.png,normal
D:\ai_project\data\ecg_images\100_621944_normal.png,normal
D:\ai_project\data\ecg_images\100_622247_normal.png,normal
D:\ai_project\data\ecg_images\100_622541_normal.png,normal
D:\ai_project\data\ecg_images\100_622823_normal.png,normal
D:\ai_project\data\ecg_images\100_623089_normal.png,normal
D:\ai_project\data\ecg_images\100_623367_normal.png,normal
D:\ai_project\data\ecg_images\100_623638_normal.png,normal
D:\ai_project\data\ecg_images\100_623917_normal.png,normal
D:\ai_project\data\ecg_images\100_624191_normal.png,normal
D:\ai_project\data\ecg_images\100_624482_normal.png,normal
D:\ai_project\data\ecg_images\100_624765_normal.png,normal
D:\ai_project\data\ecg_images\100_625048_normal.png,normal
D:\ai_project\data\ecg_images\100_625309_normal.png,normal
D:\ai_project\data\ecg_images\100_625579_normal.png,normal
D:\ai_project\data\ecg_images\100_625853_normal.png,normal
D:\ai_project\data\ecg_images\100_626138_normal.png,normal
D:\ai_project\data\ecg_images\100_626427_normal.png,normal
D:\ai_project\data\ecg_images\100_626715_normal.png,normal
D:\ai_project\data\ecg_images\100_627000_normal.png,normal
D:\ai_project\data\ecg_images\100_627281_normal.png,normal
D:\ai_project\data\ecg_images\100_627555_normal.png,normal
D:\ai_project\data\ecg_images\100_627827_normal.png,normal
D:\ai_project\data\ecg_images\100_628103_normal.png,normal
D:\ai_project\data\ecg_images\100_628391_normal.png,normal
D:\ai_project\data\ecg_images\100_628688_normal.png,normal
D:\ai_project\data\ecg_images\100_628981_normal.png,normal
D:\ai_project\data\ecg_images\100_629171_arrhythmia.png,arrhythmia
D:\ai_project\data\ecg_images\100_629494_normal.png,normal
D:\ai_project\data\ecg_images\100_629761_normal.png,normal
D:\ai_project\data\ecg_images\100_630027_normal.png,normal
D:\ai_project\data\ecg_images\100_630289_normal.png,normal
D:\ai_project\data\ecg_images\100_630561_normal.png,normal
D:\ai_project\data\ecg_images\100_630836_normal.png,normal
D:\ai_project\data\ecg_images\100_631110_normal.png,normal
D:\ai_project\data\ecg_images\100_631377_normal.png,normal
D:\ai_project\data\ecg_images\100_631636_normal.png,normal
D:\ai_project\data\ecg_images\100_631898_normal.png,normal
D:\ai_project\data\ecg_images\100_632156_normal.png,normal
D:\ai_project\data\ecg_images\100_632414_normal.png,normal
D:\ai_project\data\ecg_images\100_632688_normal.png,normal
D:\ai_project\data\ecg_images\100_632958_normal.png,normal
D:\ai_project\data\ecg_images\100_633229_normal.png,normal
D:\ai_project\data\ecg_images\100_633498_normal.png,normal
